MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of initial pre-financing,Cumulative annual pre-financing,Pre-financing covered by expenditure,Recovery of annual pre-financing,Net pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
FR,France,2014FR16M0OP005,Haute-Normandie - ERDF/ESF/YEI,ERDF,More developed,2015,226243976.00,4253386.76,0.00,0.00,0.00,0.00,0.00,4253386.76,0.00,0.00,0.00,4253386.76,1.88,1.88
DE,Germany,2014DE05SFOP007,Hamburg - ESF,ESF,More developed,2018,78176271.00,2204570.88,0.00,0.00,5419570.08,0.00,3398713.44,4225427.52,41877318.38,0.00,41877318.38,46102745.90,58.97,58.97
ES,Spain,2014ES16RFOP009,Castilla y León  - ERDF,ERDF,More developed,2021,328901705.00,10312365.91,0.00,0.00,47219262.71,7075079.39,28828191.53,21628357.70,279788076.34,0.00,286863155.73,308491513.43,93.79,93.20
GR,Greece,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Less developed,2020,112499500.00,4276948.80,7484660.40,0.00,16388206.47,1843823.02,6041801.33,20264191.32,30044682.72,0.00,31888505.74,52152697.06,46.36,46.36
IE,Ireland,2014IE05M9OP001,Ireland - ESF/YEI,YEI Specific Allocation,,2017,68145419.00,2385089.67,19762171.51,19762171.51,3151725.63,0.00,1362908.38,4173906.92,0.00,0.00,0.00,4173906.92,6.13,6.13
SE,Sweden,2014SE16RFOP001,South Sweden - ERDF,ERDF,More developed,2015,61018878.00,1147154.84,0.00,0.00,0.00,0.00,0.00,1147154.84,0.00,0.00,0.00,1147154.84,1.88,1.88
HR,Croatia,2014HR06RDNP001,Croatia - National Rural Development,EAFRD,,2020,2026222500.00,60786675.00,0.00,0.00,0.00,0.00,0.00,60786675.00,1200563715.24,0.00,1200563715.24,1261350390.24,62.25,62.25
CY,Cyprus,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,ERDF,More developed,2015,292099018.00,8242832.32,0.00,0.00,0.00,0.00,0.00,8242832.32,0.00,0.00,0.00,8242832.32,2.82,2.82
DE,Germany,2014DE16RFOP013,Sachsen-Anhalt - ERDF,ERDF,Transition,2022,1427495230.00,40255365.48,0.00,0.00,234894340.09,70653159.52,106398630.78,98097915.27,912957093.15,0.00,983610252.67,1081708167.94,75.78,75.78
DE,Germany,2014DE16RFOP015,Thüringen - ERDF,ERDF,Transition,2020,1165077915.00,32855197.20,0.00,0.00,145110454.31,17285127.94,63483898.52,97196625.05,456868416.09,0.00,474153544.03,571350169.08,49.04,49.04
FR,France,2014FR06RDRP026,Bourgogne - Rural Development,EAFRD,,2016,539445793.00,16183373.79,0.00,0.00,0.00,0.00,0.00,16183373.79,50105319.99,0.00,50105319.99,66288693.78,12.29,12.29
GR,Greece,2014GR16M2OP004,Epirus - ERDF/ESF,ESF,Less developed,2020,42062715.00,1283107.73,2245438.52,0.00,4888687.41,1175357.35,1637551.26,5604325.05,20934233.23,0.00,22109590.58,27713915.63,65.89,65.89
FR,France,2014FR16RFOP003,Interregional Massif Central - ERDF,ERDF,More developed,2020,15919413.00,464736.00,0.00,0.00,2035766.40,203712.02,1042247.06,1254543.32,5011872.41,0.00,5215584.43,6470127.75,40.64,39.26
DE,Germany,2014DE16RFOP002,Bayern - ERDF,ERDF,More developed,2021,494704308.00,13950661.50,0.00,0.00,71509507.80,18390309.99,36925954.16,30143905.15,264863043.77,0.00,283253353.76,313397258.91,63.35,63.35
UK,United Kingdom,2014UK06RDRP003,Scotland - Rural Development,EAFRD,,2016,844685131.00,24404553.93,0.00,0.00,0.00,0.00,0.00,24404553.93,177126244.52,0.00,177126244.52,201530798.45,23.86,23.86
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,YEI Specific Allocation,,2016,36563960.00,1096918.80,10603548.40,0.00,731279.20,0.00,0.00,12431746.40,4602272.39,0.00,4602272.39,17034018.79,46.59,46.59
RO,Romania,2014RO16RFOP002,Integrated Regional Programme - RO - ERDF,ERDF,Less developed,2022,6503361701.00,238209460.60,0.00,0.00,1063003306.29,151948062.02,644597482.55,504667222.32,3714939089.53,0.00,3866887151.55,4371554373.87,67.22,67.22
EE,Estonia,2014EE06RDNP001,Estonia - National Rural Development,EAFRD,,2018,823341558.00,24700246.74,0.00,0.00,0.00,0.00,0.00,24700246.74,346461701.80,0.00,346461701.80,371161948.54,45.08,45.08
FI,Finland,2014FI14MFOP001,Maritime and Fisheries - Finland,EMFF,,2015,74393168.00,1398591.56,0.00,0.00,0.00,0.00,0.00,1398591.56,0.00,0.00,0.00,1398591.56,1.88,1.88
UK,United Kingdom,2014UK16RFOP001,England - ERDF,ERDF,More developed,2016,2102702807.00,59296219.11,0.00,0.00,39530812.74,0.00,0.00,98827031.85,695607.02,0.00,695607.02,99522638.87,4.73,4.73
TC,Interreg,2014TC16RFCB013,Interreg V-A - Poland-Denmark-Germany-Lithuania-Sweden (South Baltic),ERDF,,2016,82978784.00,2489363.52,0.00,0.00,1659575.68,0.00,0.00,4148939.20,472759.54,0.00,472759.54,4621698.74,5.57,5.57
FR,France,2014FR16RFOP003,Interregional Massif Central - ERDF,ERDF,More developed,2017,16480000.00,464736.00,0.00,0.00,716468.01,0.00,309824.00,871380.01,966999.39,0.00,966999.39,1838379.40,11.16,11.16
PL,Poland,2014PL16M2OP015,Wielkopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2021,1760975177.00,49659500.01,0.00,0.00,254548961.93,97578674.65,106139616.98,100490170.31,1265059755.86,0.00,1362638430.51,1463128600.82,83.09,83.09
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,ESF,Less developed,2018,1709690287.00,49713266.07,0.00,0.00,121871753.58,0.00,76641285.19,94943734.46,441071466.44,106879654.94,334191811.50,429135545.96,25.10,25.10
TC,Interreg,2014TC16RFCB020,Interreg V-A - Greece-Italy,ERDF,,2022,104700362.00,3141010.86,0.00,0.00,18060812.45,3068299.57,10203477.85,7930045.89,56662865.38,0.00,59731164.95,67661210.84,64.62,64.62
CY,Cyprus,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,CF,,2014,269541702.00,3800538.00,0.00,0.00,0.00,0.00,0.00,3800538.00,0.00,0.00,0.00,3800538.00,1.41,1.41
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,ERDF,Less developed,2018,5899139974.00,166355747.28,0.00,0.00,408957878.73,46704669.74,209760440.65,318848515.62,2215874692.37,0.00,2262579362.11,2581427877.73,43.76,43.76
ES,Spain,2014ES05SFOP011,País Vasco - ESF,ESF,More developed,2017,54119021.00,1780515.77,0.00,0.00,2352824.41,0.00,1017437.58,3115902.60,0.00,0.00,0.00,3115902.60,5.76,5.76
CZ,Czechia,2014CZ05M9OP001,"Employment, Human Capital and Social Cohesion - CZ - ESF/YEI",ESF,More developed,2022,118568070.00,2820000.00,0.00,0.00,17197722.81,4257627.52,8782144.10,6977951.19,93241794.05,1807877.47,95691544.10,102669495.29,86.59,86.59
FR,France,2014FR16M0OP003,Centre - ERDF/ESF/YEI,ESF,More developed,2015,52083217.00,979164.48,0.00,0.00,0.00,0.00,0.00,979164.48,0.00,0.00,0.00,979164.48,1.88,1.88
DE,Germany,2014DE05SFOP004,Bayern - ESF,ESF,REACT-EU,2022,48558065.00,5546557.05,0.00,0.00,1710702.24,0.00,739540.94,6517718.35,1524.98,0.00,1524.98,6519243.33,13.43,13.43
GR,Greece,2014GR16M2OP005,Western Greece - ERDF/ESF,ERDF,Less developed,2022,281675922.00,12250114.93,21437701.12,0.00,52017376.46,9267889.99,29417270.67,47020031.85,195244560.31,0.00,204512450.30,251532482.15,89.30,89.30
LT,Lithuania,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,ERDF,Less developed,2019,3501411767.00,98739811.83,0.00,0.00,337361023.76,10933956.17,231801414.59,193365464.83,973622582.35,838845.06,983717693.46,1177083158.29,33.62,33.62
IE,Ireland,2014IE16RFOP002,Southern & Eastern Regional Programme - IE - ERDF,ERDF,More developed,2017,250066177.00,8195697.65,0.00,0.00,10830029.04,0.00,4683255.80,14342470.89,11491111.88,0.00,11491111.88,25833582.77,10.33,10.33
FR,France,2014FR16M0OP007,Midi-Pyrénées et Garonne - ERDF/ESF/YEI,ERDF,More developed,2021,385859334.00,10838933.22,0.00,0.00,55589141.74,8213514.12,31018263.92,27196296.92,215960711.03,0.00,224174225.15,251370522.07,65.15,65.15
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,YEI ESF Matching Component,,2017,159788424.00,4793652.72,0.00,0.00,7390214.61,0.00,3195768.48,8988098.85,2143584.91,0.00,2143584.91,11131683.76,6.97,6.97
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ESF,Less developed,2017,609544789.00,17189163.03,0.00,0.00,26499959.67,882282.04,10577159.98,32229680.68,39023335.64,0.00,39905617.68,72135298.36,11.83,11.83
DE,Germany,2014DE05SFOP004,Bayern - ESF,ESF,More developed,2020,297878586.00,8400176.13,0.00,0.00,37100777.91,1771867.85,20650432.99,23078653.20,141320021.79,936998.76,142154890.88,165233544.08,55.47,55.47
FR,France,2014FR16RFOP007,Réunion – ERDF,ERDF,Less developed,2019,940171245.00,26512829.13,0.00,0.00,90585499.54,15106981.79,50070389.83,51920957.05,250949403.38,0.00,266056385.17,317977342.22,33.82,33.82
PL,Poland,2014PL05FMOP001,FEAD - Poland,FEAD,,2019,473359260.00,52069518.60,0.00,0.00,0.00,0.00,0.00,52069518.60,254206869.02,0.00,254206869.02,306276387.62,64.70,64.70
HU,Hungary,2014HU05M3OP001,Public Administration and Civil Service Development - HU - ESF/ERDF/CF,CF,,2018,193449129.00,5803473.87,0.00,0.00,14266873.27,0.00,8947022.22,11123324.92,95106882.58,0.00,95106882.58,106230207.50,54.91,54.91
TC,Interreg,2014TC16I5CB001,IPA CBC Hungary - Serbia,IPAE,,2017,32562000.00,6730151.00,0.00,0.00,0.00,0.00,0.00,6730151.00,337.92,0.00,337.92,6730488.92,20.67,20.67
NL,Netherlands,2014NL05SFOP001,Netherlands - ESF,ESF,More developed,2022,510282703.00,14306374.02,0.00,0.00,83838138.15,31463070.35,36385838.55,30295603.27,377418751.52,0.00,408881821.87,439177425.14,86.07,86.07
FR,France,2014FR16M2OP011,Guyane - ERDF/ESF,ERDF,Outermost or Northern Sparsely Populated,2022,52052805.00,1467889.11,0.00,0.00,8565289.10,2380553.99,4587273.08,3065351.14,29779358.14,0.00,32159912.13,35225263.27,67.67,67.67
ES,Spain,2014ES05SFOP012,Social inclusion and social economy - ES - ESF,ESF,Transition,2019,489012224.00,15931762.18,0.00,0.00,46878244.59,0.00,33570498.87,29239507.90,108773316.77,596544.70,108176772.07,137416279.97,28.10,28.10
ES,Spain,2014ES16RFOP011,Cataluña  - ERDF,ERDF,More developed,2017,835617175.00,26471462.19,0.00,0.00,34980146.46,0.00,15126549.82,46325058.83,0.00,0.00,0.00,46325058.83,5.54,5.54
PT,Portugal,2014PT16M2OP003,Alentejo - ERDF/ESF,ERDF,Less developed,2015,898239373.00,21090625.85,0.00,0.00,0.00,0.00,0.00,21090625.85,0.00,0.00,0.00,21090625.85,2.35,2.35
FR,France,2014FR06RDRP074,Limousin - Rural Development,EAFRD,,2016,579138810.00,17374164.30,0.00,0.00,0.00,0.00,0.00,17374164.30,59381844.54,0.00,59381844.54,76756008.84,13.25,13.25
ES,Spain,2014ES05SFTA001,Technical Assistance - ES - ESF,ESF,Transition,2018,20908074.00,731782.59,0.00,0.00,1541970.46,0.00,966998.42,1306754.63,1065861.43,0.00,1065861.43,2372616.06,11.35,11.35
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,ESF,More developed,2016,57280250.00,1615303.05,0.00,0.00,1076868.70,0.00,0.00,2692171.75,957063.16,0.00,957063.16,3649234.91,6.37,6.37
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2022,57810661.00,2286240.78,0.00,0.00,12567413.43,1432780.18,7677955.55,5742918.48,13421027.39,1364658.22,13489149.35,19232067.83,33.27,24.69
IT,Italy,2014IT16RFOP003,Enterprises and Competitiveness - IT - ERDF,ERDF,Transition,2018,114187419.00,2132300.00,0.00,0.00,6743593.29,3813.30,3206399.20,5665680.79,13809827.81,0.00,13813641.11,19479321.90,17.06,17.06
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,ERDF,Less developed,2021,5780879974.00,166355747.28,0.00,0.00,850355483.30,171669495.04,437255098.89,407786636.65,4340123084.66,0.00,4511792579.70,4919579216.35,85.10,85.10
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2019,76598544.00,2286240.78,0.00,0.00,7828649.78,0.00,5666964.10,4447926.46,3298930.76,1364658.22,1934272.54,6382199.00,8.33,7.70
ES,Spain,2014ES05SFOP011,País Vasco - ESF,ESF,REACT-EU,2022,106382823.00,13929211.05,0.00,0.00,2127656.46,0.00,0.00,16056867.51,0.00,0.00,0.00,16056867.51,15.09,15.09
HR,Croatia,2014HR14MFOP001,Maritime and Fisheries - Croatia,EMFF,,2015,252643138.00,4749691.00,0.00,0.00,0.00,0.00,0.00,4749691.00,0.00,0.00,0.00,4749691.00,1.88,1.88
LT,Lithuania,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,YEI ESF Matching Component,,2019,31782633.00,953478.99,0.00,0.00,3257719.89,33304.03,2298411.23,1879483.62,26909365.83,1653695.62,25288974.24,27168457.86,85.48,85.48
IT,Italy,2014IT05SFOP012,Veneto  - ESF,ESF,More developed,2018,382015911.00,10772848.68,0.00,0.00,26483253.01,2876956.37,13731185.35,20647959.97,53135294.97,0.00,56012251.34,76660211.31,20.07,20.07
RO,Romania,2014RO05SFOP001,Administrative Capacity - RO - ESF,ESF,Less developed,2018,451419312.00,16973366.12,0.00,0.00,31294643.79,0.00,19625454.58,28642555.33,35913533.70,0.00,35913533.70,64556089.03,14.30,14.30
FR,France,2014FR05SFOP005,Réunion - ESF,ESF,Less developed,2020,501107323.00,14574999.06,0.00,0.00,63097066.47,8441646.79,30447208.96,38783209.78,189838804.43,0.00,198280451.22,237063661.00,47.31,47.31
IE,Ireland,2014IE14MFOP001,Maritime and Fisheries - Ireland,EMFF,,2016,147601979.00,4856105.10,0.00,0.00,2774917.20,0.00,0.00,7631022.30,0.00,0.00,0.00,7631022.30,5.17,5.17
TC,Interreg,2014TC16M4TN002,Interreg V-B - Adriatic-Ionian,ERDF,,2021,83467729.00,2504031.87,0.00,0.00,12728828.67,1386588.37,7902767.60,5943504.57,33372537.92,0.00,34759126.29,40702630.86,48.76,48.76
PL,Poland,2014PL16M2OP011,Pomorskie Voivodeship - ERDF/ESF,ESF,Less developed,2023,524562530.00,14792663.34,0.00,0.00,96808014.90,34078846.57,47186513.52,30335318.15,466335051.10,6186685.82,494227211.85,524562530.00,100.00,100.00
UK,United Kingdom,2014UK14MFOP001,Maritime and Fisheries - United Kingdom,EMFF,,2017,243139437.00,6856532.13,0.00,0.00,10570487.04,0.00,4571021.42,12855997.75,22903591.88,0.00,22903591.88,35759589.63,14.71,14.71
BG,Bulgaria,2014BG05M2OP001,Science and Education for Smart Growth  - BG - ESF/ERDF,ESF,Less developed,2015,352619543.00,6629479.10,0.00,0.00,0.00,0.00,0.00,6629479.10,0.00,0.00,0.00,6629479.10,1.88,1.88
GR,Greece,2014GR16M2OP004,Epirus - ERDF/ESF,ESF,Less developed,2018,42062715.00,1283107.73,2245438.52,0.00,2569275.48,356942.92,1126650.38,4614228.43,12695590.35,0.00,13052533.27,17666761.70,42.00,42.00
IT,Italy,2014IT05SFOP002,Systems for Active Employment Policies - IT - ESF,ESF,Transition,2015,32325724.00,607723.62,0.00,0.00,0.00,0.00,0.00,607723.62,0.00,0.00,0.00,607723.62,1.88,1.88
RO,Romania,2014RO05SFOP001,Administrative Capacity - RO - ESF,ESF,Less developed,2020,451419312.00,16973366.12,0.00,0.00,56224275.28,2813226.40,28721513.33,41662901.67,141461452.18,0.00,144274678.58,185937580.25,41.19,41.19
IT,Italy,2014IT06RDRP005,Lazio - Rural Development,EAFRD,,2016,336388000.00,10091640.00,0.00,0.00,0.00,0.00,0.00,10091640.00,9351193.23,0.00,9351193.23,19442833.23,5.78,5.78
IT,Italy,2014IT05SFOP006,Liguria  - ESF,ESF,More developed,2019,177272384.00,4999081.23,0.00,0.00,17080194.21,2197671.17,10091736.86,9789867.41,44736964.69,0.00,46934635.86,56724503.27,32.00,32.00
FR,France,2014FR16M2OP005,Franche-Comté et Jura - ERDF/ESF,ESF,Transition,2018,33572613.00,946747.68,0.00,0.00,2327421.38,224203.25,1235366.09,1814599.72,6624773.07,0.00,6848976.32,8663576.04,25.81,25.81
GR,Greece,2014GR16M2OP002,Central Macedonia - ERDF/ESF,ERDF,Less developed,2014,640647291.00,9020156.64,0.00,0.00,0.00,0.00,0.00,9020156.64,0.00,0.00,0.00,9020156.64,1.41,1.41
DE,Germany,2014DE05SFOP006,Brandenburg - ESF,ESF,Transition,2017,362418526.00,10220202.42,0.00,0.00,15756145.40,0.00,6813468.28,19162879.54,27114197.82,0.00,27114197.82,46277077.36,12.77,12.77
BG,Bulgaria,2014BG05M9OP001,Human Resources Development  - BG - ESF/YEI,YEI,,2017,110377490.00,3311324.70,16004736.05,0.00,5104958.92,933606.46,1273943.34,22213469.87,39046600.68,0.00,39980207.14,62193677.01,56.35,56.35
RO,Romania,2014RO16RFOP001,Competitiveness Programme - RO - ERDF,ERDF,Less developed,2015,1080699494.00,30434727.66,0.00,0.00,0.00,0.00,0.00,30434727.66,0.00,0.00,0.00,30434727.66,2.82,2.82
IT,Italy,2014IT16M2OP003,Legality - IT - ERDF/ESF,ERDF,Transition,2023,7990640.00,0.00,0.00,0.00,1533413.49,95105.22,927170.44,511137.83,1296492.85,0.00,1391598.07,1902735.90,23.81,23.81
FR,France,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,YEI,,2019,7388494.00,132000.00,638000.00,0.00,619102.78,155198.20,251485.38,982419.20,1651071.61,0.00,1806269.81,2788689.01,37.74,37.74
IT,Italy,2014IT05SFOP021,Sardegna  - ESF,ESF,Transition,2022,222400000.00,6271680.00,0.00,0.00,36595920.00,10221179.68,18414913.70,14231506.62,167087753.96,0.00,177308933.64,191540440.26,86.12,86.12
RO,Romania,2014RO16M1OP001,Large Infrastructure Programme - RO - ERDF/CF,ERDF,Less developed,2021,1998527507.00,93255012.16,0.00,0.00,331627777.92,45156385.44,202620951.22,177105453.42,1063795962.35,0.00,1108952347.79,1286057801.21,64.35,64.35
ES,Spain,2014ES05SFOP006,Castilla y León  - ESF,ESF,More developed,2015,98706192.00,2319595.53,0.00,0.00,0.00,0.00,0.00,2319595.53,0.00,0.00,0.00,2319595.53,2.35,2.35
NL,Netherlands,2014NL16RFOP002,West Netherlands - ERDF,ERDF,More developed,2018,190588176.00,5353687.02,0.00,0.00,13180305.19,0.00,8253600.82,10280391.39,26980455.57,0.00,26980455.57,37260846.96,19.55,19.55
FR,France,2014FR16M0OP002,Auvergne - ERDF/ESF/YEI,YEI ESF Matching Component,,2021,6069483.00,182084.49,0.00,0.00,622122.01,459064.39,203813.62,141328.49,3708940.04,0.00,4168004.43,4309332.92,71.00,71.00
FR,France,2014FR16M2OP005,Franche-Comté et Jura - ERDF/ESF,ERDF,More developed,2018,4944000.00,139420.83,0.00,0.00,342742.88,6035.08,208905.37,267223.26,1002322.22,0.00,1008357.30,1275580.56,25.80,25.80
FR,France,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,More developed,2021,299923728.00,8537514.09,0.00,0.00,43705828.46,8272120.14,24375918.17,19595304.24,152563631.46,0.00,160835751.60,180431055.84,60.16,60.16
LT,Lithuania,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,YEI Specific Allocation,,2016,31782633.00,953478.99,9216963.57,9216963.57,635652.66,0.00,0.00,1589131.65,430696.96,0.00,430696.96,2019828.61,6.36,6.36
FR,France,2014FR16M0OP002,Auvergne - ERDF/ESF/YEI,YEI,,2018,12138966.00,364168.98,1760150.07,0.00,895248.74,355208.34,206218.84,2458140.61,6726981.01,0.00,7082189.35,9540329.96,78.59,78.59
GR,Greece,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - GR - ERDF/CF,CF,,2015,3178738847.00,89511725.82,104430346.79,0.00,0.00,0.00,0.00,193942072.61,0.00,0.00,0.00,193942072.61,6.10,6.10
IT,Italy,2014IT16RFOP003,Enterprises and Competitiveness - IT - ERDF,ERDF,Transition,2017,136847419.00,2132300.00,0.00,0.00,3210212.50,0.00,1388200.00,3954312.50,2513362.98,0.00,2513362.98,6467675.48,4.73,4.73
DE,Germany,2014DE16RFOP012,Sachsen - ERDF,ERDF,Transition,2014,1873092389.00,17607068.45,0.00,0.00,0.00,0.00,0.00,17607068.45,0.00,0.00,0.00,17607068.45,0.94,0.94
DE,Germany,2014DE16M2OP001,Niedersachsen - ERDF/ESF,ESF,Transition,2020,94449663.00,2748080.49,0.00,0.00,12137355.50,1413086.72,5882887.61,7589461.66,39561803.20,0.00,40974889.92,48564351.58,51.42,51.42
GR,Greece,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - GR - ERDF/CF,ERDF,Transition,2022,216240884.00,6247924.16,10933867.28,0.00,36889044.85,8393482.01,18827811.89,26849542.39,125525891.89,2645925.94,131273447.96,158122990.35,73.12,73.12
DE,Germany,2014DE16RFOP014,Schleswig-Holstein - ERDF,ERDF,More developed,2022,271244600.00,7649097.72,0.00,0.00,44633298.95,9080574.57,24359156.26,18842665.84,165591918.40,0.00,174672492.97,193515158.81,71.34,71.34
ES,Spain,2014ES16RFOP009,Castilla y León  - ERDF,ERDF,More developed,2015,314403219.00,7365975.65,0.00,0.00,0.00,0.00,0.00,7365975.65,0.00,0.00,0.00,7365975.65,2.34,2.34
GR,Greece,2014GR16M2OP004,Epirus - ERDF/ESF,ERDF,Less developed,2017,227598308.00,8504201.44,14882352.52,0.00,9832982.92,519484.60,3732616.12,28967436.16,21822134.37,0.00,22341618.97,51309055.13,22.54,22.54
FR,France,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,YEI ESF Matching Component,,2015,13702502.00,273892.66,0.00,0.00,0.00,0.00,0.00,273892.66,0.00,0.00,0.00,273892.66,2.00,2.00
GR,Greece,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Less developed,2016,113912198.00,4276948.80,7484660.40,0.00,2138474.40,0.00,0.00,13900083.60,5452689.20,0.00,5452689.20,19352772.80,16.99,16.99
CY,Cyprus,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,ERDF,REACT-EU,2022,67316004.00,6964033.50,0.00,0.00,928537.80,0.00,0.00,7892571.30,0.00,0.00,0.00,7892571.30,11.72,11.72
CY,Cyprus,2014CY05M9OP001,"Employment, Human Capital and Social Cohesion - CY - ESF/YEI",ESF,More developed,2015,117416786.00,3310253.37,0.00,0.00,0.00,0.00,0.00,3310253.37,0.00,0.00,0.00,3310253.37,2.82,2.82
IT,Italy,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ESF,REACT-EU,2022,618400000.00,72360000.00,0.00,0.00,9648000.00,0.00,0.00,82008000.00,157390897.51,0.00,157390897.51,239398897.51,38.71,38.71
TC,Interreg,2014TC16RFCB003,Interreg V-A - Slovakia-Austria,ERDF,,2020,75892681.00,2276780.43,0.00,0.00,10055780.24,194425.69,5597085.23,6541049.75,18319392.91,0.00,18513818.60,25054868.35,33.01,33.01
TC,Interreg,2014TC16RFCB025,Interreg V-A - Czech Republic-Poland,ERDF,,2019,226221710.00,6786651.30,0.00,0.00,23187725.28,874541.92,15809309.20,13290525.46,58846790.68,0.00,59721332.60,73011858.06,32.27,32.27
TC,Interreg,2014TC16RFCB028,Interreg V-A - Sweden-Finland-Norway (Botnia-Atlantica),ERDF,,2016,36334420.00,1090032.60,0.00,0.00,726688.40,0.00,0.00,1816721.00,1029560.63,0.00,1029560.63,2846281.63,7.83,7.83
CZ,Czechia,2014CZ05M2OP001,Research Development and Education - CZ - ESF/ERDF,ESF,Less developed,2017,1168125739.00,32941145.82,0.00,0.00,50784266.47,0.00,21960763.88,61764648.41,31929961.24,0.00,31929961.24,93694609.65,8.02,8.02
FR,France,2014FR05M2OP001,Guadeloupe et St Martin - ESF/ERDF,ERDF,Less developed,2020,32072762.00,884711.88,0.00,0.00,3907477.49,594064.69,2174916.72,2023207.96,11446964.39,2110986.68,9930042.40,11953250.36,37.27,37.27
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI,,2023,21189602.00,603247.38,2915695.67,0.00,2696783.28,1273527.31,1003482.16,3938716.86,13411316.20,349654.05,14335189.46,18273906.32,86.24,86.24
IE,Ireland,2014IE16RFOP001,Border Midland and Western Regional - ERDF,ERDF,More developed,2020,160708921.00,5267197.15,0.00,0.00,19989649.36,3844397.66,9600230.26,11812218.59,72296706.19,0.00,76141103.85,87953322.44,54.73,54.73
IE,Ireland,2014IE06RDNP001,Ireland - National Rural Development,EAFRD,,2022,3072543385.00,76670725.36,0.00,0.00,0.00,0.00,0.00,76670725.36,2528573912.48,0.00,2528573912.48,2605244637.84,84.79,84.79
FR,France,2014FR05M9OP001,Youth Employment - FR - ESF/YEI,YEI,,2017,658837662.00,12958159.20,62631102.80,0.00,19977162.10,3583628.06,5055144.74,86927651.30,58872519.26,0.00,62456147.32,149383798.62,22.67,22.67
FR,France,2014FR16RFOP004,Interregional Pyrénées - ERDF,ERDF,Transition,2017,14700000.00,414540.00,0.00,0.00,639082.51,0.00,276360.00,777262.51,657264.20,0.00,657264.20,1434526.71,9.76,9.76
DE,Germany,2014DE16RFOP010,Rheinland-Pfalz - ERDF,ERDF,More developed,2018,186025744.00,5245925.94,0.00,0.00,12896234.61,0.00,8087469.16,10054691.39,35341391.67,0.00,35341391.67,45396083.06,24.40,24.40
GR,Greece,2014GR16M2OP001,Competitiveness Entrepreneurship and Innovation - GR - ERDF/ESF,ERDF,Less developed,2015,1914669144.00,53894673.40,62877118.96,0.00,0.00,0.00,0.00,116771792.36,0.00,0.00,0.00,116771792.36,6.10,6.10
LT,Lithuania,2014LT05FMOP001,FEAD - Lithuania,FEAD,,2022,77202641.00,8492290.51,0.00,0.00,0.00,0.00,0.00,8492290.51,56791347.00,0.00,56791347.00,65283637.51,84.56,84.56
AT,Austria,2014AT05SFOP001,Employment - AT - ESF,ESF,More developed,2015,416781119.00,7835485.04,0.00,0.00,0.00,0.00,0.00,7835485.04,0.00,0.00,0.00,7835485.04,1.88,1.88
